title,date,source,author,category,label
Make south how discover since.,3/12/2023,Reuters,Christina Black,Technology,fake
Way citizen decision return wife.,12/17/2022,The Guardian,Jeffrey Richards,Sports,fake
Seven seem believe person.,10/26/2023,Global Times,Peter Morales,Business,fake
Every anyone share activity.,8/31/2023,Global Times,Shari Dorsey,Sports,fake
Certain style appear amount together prove.,10/19/2024,The Guardian,Mrs. Gabrielle Savage,Entertainment,real
Tree detail determine behind weight leg.,5/16/2023,Fox News,Lisa Williams,Health,fake
Approach read new simply.,11/5/2024,Fox News,Rebecca Juarez,Sports,fake
Democrat season test consider toward himself.,12/20/2024,Reuters,Timothy Ingram,Health,real
Page around situation matter piece last.,6/3/2023,NY Times,Amanda Cameron,Politics,real
Large economic investment.,1/27/2024,,Erica Jackson,Technology,real
Style debate administration point record of.,1/14/2025,Reuters,Jacob Fletcher,Science,fake
Week public less address establish energy.,5/24/2023,Fox News,Anne Rodriguez,Entertainment,real
Natural want shoulder require real any.,11/12/2022,Daily News,Joan Martin,Politics,fake
Line wrong tax before.,7/5/2023,Fox News,Angela Trevino,Science,real
Current service political direction.,1/7/2023,Fox News,Dr. Lisa Silva,Science,fake
Performance card product off since generation his.,5/5/2023,,Michael Byrd,Sports,real
Occur local few.,5/6/2024,Daily News,Mrs. Crystal Burgess,Technology,real
Hundred can military use soon.,11/12/2022,BBC,Samuel Solis,Health,fake
Everyone end item always own natural low.,1/9/2025,The Guardian,Lawrence Marquez,Technology,fake
Professional change rather sing.,12/12/2024,Reuters,Hannah Thomas,Entertainment,fake
Officer mouth cost perhaps.,12/12/2024,Reuters,Gregory Phillips,Science,real
But finish series father child.,6/15/2022,BBC,James Morales,Technology,real
Level all house develop brother.,2/3/2023,The Guardian,Rachel Davis,Entertainment,fake
Prove price every action total culture president.,6/14/2023,Fox News,Corey Gregory,Technology,real
Single expect must instead.,4/15/2023,CNN,Wendy Sanders,Politics,real
Budget president even question law.,7/15/2024,Global Times,Kristin Nixon,Science,real
Role interest recognize news.,9/5/2024,Reuters,Richard Mcknight,Health,fake
Try range would but.,12/15/2024,,,Business,fake
Consumer system movement despite draw inside party service.,10/9/2024,Reuters,Wesley Ramos,Health,fake
Catch recent war join nation.,10/1/2023,Reuters,William Thompson,Politics,real
Should audience will but such organization yes.,3/20/2023,Global Times,Bailey Watts,Sports,fake
Scene hair beyond sort clear.,8/21/2022,The Guardian,Joseph Rodriguez,Entertainment,fake
Where pay area quality away.,3/30/2025,Global Times,Veronica Smith,Sports,real
Meet final realize degree television begin.,9/10/2024,The Guardian,Beth White,Sports,fake
Town peace out field cultural traditional.,11/8/2022,The Guardian,Kent Jackson,Health,fake
Sound around it protect work ok enough.,7/15/2023,Reuters,Erika Taylor,Business,real
Thousand question soldier himself line east.,6/7/2023,Daily News,Jennifer Ramsey,Technology,real
Chance another statement rule enjoy.,8/18/2022,Daily News,Heather Mullins,Politics,real
Stand particularly win land two.,9/1/2023,CNN,Dylan Blankenship,Science,real
Service each parent off interesting though.,5/6/2024,Reuters,Patricia Thompson,Science,real
Send reach stop question key.,12/4/2024,Reuters,Melinda Howard,Entertainment,real
Likely policy early accept happen position.,1/14/2025,Reuters,Elizabeth Torres,Sports,fake
Buy cut save same weight.,3/2/2023,NY Times,Christopher Hendrix,Entertainment,fake
Wind education top.,2/8/2024,Global Times,Stephanie Collins,Science,real
Almost size question movement threat more serve.,5/4/2022,Fox News,,Politics,real
Deep what prepare yes risk.,10/13/2022,Fox News,Edward Smith,Technology,fake
Policy few wind yard on about keep.,10/5/2023,Global Times,Shawn Heath,Politics,fake
Fill always black.,8/25/2022,Daily News,Derrick Meyer,Sports,real
Key card whether.,2/16/2025,,Joseph Smith,Technology,real
Somebody positive treatment film few.,6/2/2022,Reuters,Kevin Glover,Technology,real
Hot doctor work yeah exactly blue themselves million.,2/6/2025,CNN,Nicholas Parker,Politics,fake
They growth avoid this catch guy.,11/28/2024,BBC,Shelly Harvey,Entertainment,fake
Order social wrong sister administration.,1/29/2023,BBC,Gina Johnson,Science,real
Garden there poor.,8/3/2022,The Guardian,Michael Bell,Politics,fake
Ago matter once tree.,6/18/2024,Daily News,Bethany Archer,Politics,real
Country fast think success eat meeting.,6/24/2024,The Guardian,Kimberly Buchanan,Science,fake
Any exactly east letter run.,12/19/2024,The Guardian,Lisa Wilkinson,Business,fake
Task care paper feel condition whose.,12/29/2022,NY Times,Amber Garcia,Politics,real
Real friend everyone memory organization.,11/19/2024,Fox News,Maria Richardson,Health,fake
Fact enough six.,1/23/2023,The Guardian,David Middleton,Entertainment,real
Mind add police attention ago end point.,1/14/2023,Fox News,Sarah Lopez,Science,real
Name decade government family picture.,7/21/2022,Fox News,Kelly Cook,Sports,real
Place manage wear president.,4/7/2023,Global Times,,Politics,fake
Away often three.,12/4/2022,The Guardian,,Science,fake
During interest instead fast.,11/2/2024,Reuters,Amanda Bartlett,Sports,real
May end term establish start military skill.,10/15/2023,Global Times,Dan Roberts,Business,fake
Mouth pay film why.,4/24/2023,BBC,Amy Rodriguez,Business,fake
Sometimes herself long story.,9/1/2022,The Guardian,Rebecca Jensen,Entertainment,fake
Recent this piece may themselves add.,4/2/2025,Fox News,David Banks,Politics,fake
Work sit father really by.,10/16/2023,Global Times,Ricky Hicks,Entertainment,real
Either good among.,1/27/2025,Daily News,Sierra Johnson,Technology,fake
Something operation suggest fall me office.,7/22/2024,The Guardian,Gregory Cohen,Business,fake
Popular government couple run politics available break ask.,5/17/2022,Global Times,Janet Hamilton,Entertainment,real
About watch available spring produce physical.,2/23/2023,The Guardian,Vanessa Nguyen,Health,fake
Southern government color attack.,11/17/2024,The Guardian,Linda Myers,Business,real
Service play night that end.,1/4/2024,Fox News,Christina Kelly,Science,fake
Everybody team cut receive.,12/17/2022,Global Times,,Science,real
Try chance want so challenge couple clear.,2/15/2023,BBC,Charles Woods,Science,real
Participant leader turn.,4/9/2024,The Guardian,Valerie Gomez,Business,fake
Manager cut animal start coach.,1/12/2025,,Dana Sandoval,Politics,fake
Visit tell win.,7/4/2024,Fox News,William Robinson,Health,real
Successful situation his weight situation easy window.,4/13/2024,CNN,April Morgan,Science,fake
Operation western such quality can.,8/14/2024,Reuters,Connor Lara,Entertainment,fake
Cold list near truth subject.,6/25/2024,The Guardian,Mark Blair,Health,fake
Plan usually raise every person fast lot case.,6/12/2022,Reuters,Cindy Greene,Technology,real
Development defense effect sort attorney require also.,2/6/2024,BBC,Erika Mcdonald,Health,fake
Wait nature north key require sense house know.,11/27/2022,Fox News,Robert Williamson,Business,real
Heavy among floor soldier serious result conference.,2/2/2025,Fox News,Matthew Larson,Business,real
Series tough them represent enjoy traditional dream any.,11/25/2023,BBC,Brent Hernandez,Health,fake
Majority already the return.,10/21/2024,Fox News,Juan Dillon,Entertainment,real
Test and movement simply behind loss.,6/9/2024,Daily News,,Science,real
Serve them machine lay but get.,7/17/2022,Reuters,Joseph Burke,Health,real
When sit color upon man.,11/2/2023,The Guardian,Becky Bell,Business,fake
Somebody probably artist.,10/16/2023,Daily News,Brian Pena,Health,real
Training pick fly collection owner group.,1/22/2023,Reuters,David Mahoney,Health,fake
Statement paper daughter million return force.,8/16/2024,Fox News,Mark Gilmore,Politics,fake
Interesting determine truth record reflect exactly.,10/17/2023,The Guardian,William Adams,Technology,fake
Strong rock oil important walk.,10/10/2024,BBC,Anthony Butler,Health,real
Get involve goal through.,9/23/2023,Reuters,Ronald White,Politics,fake
Why party report quickly American.,4/5/2025,The Guardian,Jeffrey Jackson,Politics,real
Spend record participant assume fund real.,4/2/2023,The Guardian,Daniel Mitchell,Entertainment,real
War current father front before training.,11/18/2024,Global Times,Melissa Aguilar,Politics,fake
Article artist themselves face attention front.,1/26/2023,Fox News,Jessica Lopez,Entertainment,real
Stage animal word.,5/8/2023,Reuters,Rebekah Jackson,Technology,fake
Detail better business newspaper fine discover executive.,12/25/2024,Reuters,Laura Hurley,Technology,real
Lot think protect interview age thus.,11/24/2024,CNN,Julie Graves,Technology,real
Someone born foreign recent.,6/28/2024,Reuters,Samantha Barnett,Entertainment,fake
Reality region last enter figure day.,4/25/2025,Reuters,Patricia Sanchez,Health,fake
Few evening though still live recently citizen.,11/9/2023,NY Times,Adam Shelton,Technology,real
Clear each moment.,8/23/2022,Daily News,Donna Spencer,Health,fake
Officer feel size share relate.,11/28/2024,BBC,Christopher Hudson,Business,fake
Lot maintain save individual.,4/13/2023,Daily News,Joanna Hansen,Technology,real
Program increase strong life bank clearly.,5/24/2023,Reuters,Hailey Zuniga,Entertainment,real
Stop purpose area above.,1/21/2024,Fox News,,Science,fake
Claim other who sound sing meeting again.,8/30/2023,The Guardian,Dustin Robinson,Sports,real
Recognize if trouble education like traditional.,11/3/2022,CNN,Paul Donaldson,Business,real
Perform pay meet on.,1/12/2023,Reuters,Melanie Atkins,Technology,real
Artist political adult mission behavior three.,8/16/2023,Fox News,David Bass,Entertainment,fake
Force available some late much dinner contain.,4/23/2024,The Guardian,Sherry Smith,Health,real
Follow get audience out board.,5/1/2023,BBC,Jose Dawson,Entertainment,real
Hard probably evening make write give true.,7/19/2022,Fox News,Cheryl Morris,Entertainment,fake
Bill we beyond lot house leg.,7/2/2023,CNN,Tammy Lee,Politics,real
Population company wife.,3/11/2025,Reuters,Calvin Huerta,Business,fake
Inside color mind peace bit fast exactly.,1/12/2025,The Guardian,Taylor Burton,Technology,fake
Writer particularly something father.,5/29/2022,The Guardian,Alex Taylor,Science,real
Before gun after easy government wonder foot.,9/2/2024,CNN,Matthew Wagner,Entertainment,fake
Beyond stay interest.,12/28/2024,NY Times,Megan Johnson,Entertainment,fake
Never dream weight firm.,11/1/2022,CNN,Marilyn Johnson,Sports,real
Future because project follow manager bit.,3/13/2025,BBC,Garrett Vega,Politics,fake
Democrat price build kitchen the pay.,4/14/2023,NY Times,Julie Garcia,Politics,real
Sea positive ahead provide fast you should.,2/15/2024,Reuters,David Yates,Technology,real
Perform blood over majority blood join amount.,4/11/2024,Global Times,Kenneth Lewis,Health,real
Role cup next hit.,5/30/2023,The Guardian,Daniel Deleon,Sports,real
His strong hair maybe.,11/30/2023,Daily News,Gregory Jackson,Business,real
Tonight newspaper arrive matter determine opportunity.,6/25/2022,Reuters,Monique Parks,Entertainment,real
Range current glass common.,8/27/2024,Reuters,Stephanie Fisher,Health,real
Whole other politics shake environment husband mission.,9/9/2024,NY Times,Amy Fisher,Entertainment,fake
Offer his radio cold up benefit student.,12/22/2023,Global Times,Kelsey Horton,Business,real
Situation allow best million card great fill.,3/27/2024,The Guardian,Natalie Young,Sports,fake
Get our piece low stage part skin number.,10/31/2024,Daily News,John Brown,Entertainment,real
Last senior cup consumer hotel.,6/30/2024,Reuters,April Martin,Health,fake
Good process thus dream from daughter.,6/8/2023,NY Times,Stephen English,Health,real
Create international class force particularly cold return.,1/17/2024,Reuters,Mrs. Jill Long,Entertainment,fake
Scene daughter himself understand.,6/10/2023,NY Times,Rhonda Stark,Health,fake
Tough couple standard nice thought thus crime.,7/9/2023,Fox News,Christopher Jackson,Health,real
Find pull course like reach skill event safe.,7/31/2023,Reuters,Eric Villegas,Sports,real
According laugh music admit.,6/8/2023,The Guardian,James Kelly,Health,real
Window control act majority consumer century fund.,8/26/2023,NY Times,Diana Swanson,Health,fake
Democrat society shoulder political.,1/23/2024,Fox News,Dylan Morris,Business,real
General senior enjoy blood war strategy why.,2/2/2023,Global Times,Jeffery Hall,Entertainment,real
Issue price development alone relate notice new.,1/28/2023,,Melinda Leonard,Politics,fake
Whatever information free true concern those give husband.,11/9/2024,The Guardian,Mercedes Price,Politics,fake
See pick positive color imagine agent language she.,5/1/2024,Fox News,Samantha Ayala,Science,real
Your certainly hundred own heavy our.,1/28/2023,Global Times,Mrs. Jennifer Frey,Science,real
Maintain buy exist song.,6/7/2024,Global Times,Patricia Owen,Business,real
Can training born media exist long.,4/24/2025,NY Times,Bobby King,Business,fake
Phone mission according window together simply.,1/6/2023,Daily News,Alexis Thompson,Health,real
Travel bring near answer with production.,9/12/2024,Reuters,,Health,fake
Street among often bad time through.,4/21/2023,Daily News,Jorge Moore,Sports,real
Other instead view visit author.,4/14/2025,The Guardian,Dr. Daniel Pitts MD,Health,real
Scene action look management I probably message.,10/12/2023,Fox News,Kimberly Lawrence,Entertainment,real
Table quality majority strong seek give.,5/24/2023,Reuters,Mary Holt,Sports,real
Between usually finish specific continue what stuff.,8/15/2023,Fox News,Michael Flores,Technology,fake
Someone society fight money myself.,1/21/2025,BBC,Evelyn Wheeler MD,Technology,fake
Walk each race father usually along morning.,8/2/2024,The Guardian,Rachel Stevenson,Business,real
Same public check.,11/26/2024,Daily News,Peter Vaughan,Politics,fake
Small firm know all Mrs.,9/4/2022,BBC,Megan Barton,Technology,fake
